,name,email,gender,hired_ago,last_advance_ago,birth_ago,salary,position,has_ps,arrival_mean,arrival_stdv,depart_mean,depart_stdv,license_plate_cnt,work_area,reservation_ratio,giveup_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
10,Leslie Ali,alexandercoleman@example.org,False,1675.5560519837404,916.3588242169321,16378.487063104601,664457.3414603616,2,True,8.957830824677766,1.2061940618650926,16.266555285674162,1.9354450690313514,3,2,0.7374264932342093,1.0918171744722416,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,V,V,V,V,V,W,W,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,V,V,W,W,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,V,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,V,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,W,H,H,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,H,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W
11,Karen Wilson,gfuller@example.com,True,2576.652857091461,1374.306564084413,11397.2908284372,718060.8814419495,3,False,7.5433662293386785,0.8278459752972239,15.367514220359206,1.829740001428758,3,1,0.7924736652444371,1.1268931409679341,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,V,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,W,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,H,W,H,W
12,Tina Weber,ujones@example.com,True,2339.191933745456,1043.893296756257,14215.933121858685,559316.825278758,4,True,6.561144245929863,1.1467106606365702,16.684919673340296,2.023996225485628,1,1,0.9142967007672823,1.0319672095021615,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,V,W,W,H,W,H,H,H,W,W,W,W,W,W,H,W,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,V,V,V,V,V,W,W,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,V,V,V,H,W,W,V,V,V,V,V,W,W,V,V,V,W,H,W,W,W,H,H,V,V,W,W,V,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W
13,Victor Williams,sharon72@example.org,False,1609.4987121317217,959.7116704869817,16254.541800368464,621047.4988148484,2,False,8.89886333140076,1.2514269575393595,15.902436435574815,2.1165666718779867,3,1,0.6589307911318512,0.9864415071832567,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,V,V,W,W,V,V,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,W,W,W,W,H,W,H,W,W,W,V,V,V,V,W,W,V,V,V,W,H,W,W,H,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,H,H,H,W,V,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,H,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W
14,Cindy Williams,charles46@example.com,False,2330.78481304996,949.5395082605145,11463.791820352591,735202.7291149435,2,False,7.828812162622919,1.1808846762312117,16.226860419036164,1.886005824304784,2,2,0.6223186742313404,1.3005129136319995,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,H,H,W,W,H,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,H,W,W,W,W,H,W,W,H,W,W,H,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,V,V,V,W,W,V,V,V,V,V,W,W,W,H,W,W,H,W,W,V,V,V,H,H,W,W,W,H,W,H,H,W,W,W,H,W,V,V,W,W,V,H,V,V,H,W,W,W,H,W,V,V,W,W,V,V,W,W,V,W,W,V,V,V,V,V,W,W,W,H,W,W,H,W,W,W,H,W,H,H,W,W,W,H,H,W,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,V,V,V,V,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,H,H,W,W,W,H,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,W,H,W,W,H,W
15,Brian Gonzalez,shull@example.org,False,1984.7146248170222,1049.0698403457416,11741.574306001452,609214.778408963,3,False,8.897593735351137,0.6863990803667852,14.68613116807328,1.8285575870159207,3,3,0.7838013497681202,1.0768969187748767,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,W,W,W,V,V,W,H,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,W,W,W,H,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,W,W,H,W,W,H,W,W,H,H,W,W,W,W,H,W,H,W,W,H,W,W,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,V,V,W,W,H,W,W,W,W,W,W,H,W
16,Richard Ross,jody16@example.net,False,2237.3339873758478,1056.876470676409,12476.934700070931,548784.6860972255,3,False,6.92755812476914,0.8570240177739861,17.02403509491826,1.7895562738451534,3,1,0.7849241348039755,1.4901103235470257,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,V,W,W,W,V,V,V,V,W,W,V,W,W,V,V,W,W,V,V,V,V,V,W,W,W,V,V,V,V,W,W,V,W,W,W,H,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,W,W,W,H,W,W,W,W,W,V,H,W,W,W,V,W,W,H,W,W,W,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,H,W,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W
17,Sydney Clark,gaykyle@example.com,False,2487.3671416610127,1047.2881630422,10783.991041135472,796952.8647169713,2,False,6.49000775560323,1.374881110380377,16.621159116878907,1.6565803724409405,3,3,0.6366023029830948,1.2283005898206134,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,V,V,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,V,V,V,W,W,V,V,V,V,V,W,W,V,W,H,W,V,W,W,V,V,V,V,V,W,W,V,W,H,W,W,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,H,W,H,W,H,W,W,W,H,H,V,V,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
18,Brandy Davis,aguilaramber@example.net,False,2586.003723737088,1034.4877596313047,11132.92582175042,697372.5279583574,3,False,7.143924706368752,1.2226601506471386,14.984229949852622,2.1880109618208317,3,2,0.8592300790972917,1.194996663483363,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,H,H,W,W,W,W,H,W,H,H,W,W,W,H,V,V,V,W,W,W,H,W,H,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,H,W,H,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,V,V,W,W,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,V,V,V,W,W,V,V,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,H,V,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W
19,Pamela Brown,murraymatthew@example.org,False,2809.968298846304,882.0004693690258,12670.262419333976,652837.7185571346,3,False,8.266773856846076,0.8045346066201264,16.425437264124273,1.9778225537337097,1,2,0.7249873283568024,0.7054363835116116,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,V,V,V,V,W,W,W,W,H,H,W,H,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,V,V,V,V,V,W,W,V,H,W,W,W,W,W,W,H,V,V,V,W,W,V,H,W,W,W,W,W,W,H,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,V,V,W,W,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W
20,Jennifer Lynch,jeremiah85@example.org,False,2731.0984827910543,1163.1106293024677,16891.339670672995,715553.4855463321,3,False,6.065222026785788,0.9216277557674716,17.577951517422626,1.9813238066236112,2,3,0.9182647487984652,0.9437520014731853,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,V,W,W,V,V,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W
21,Michael Aguilar,michael67@example.com,False,2831.2675808444783,946.6324236183026,17147.602830598225,509982.34684480506,2,False,8.891408855470418,0.7178506983398034,14.565702404575735,2.197558863460764,1,1,0.8626532644980828,1.1741813135362467,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,V,W,W,H,V,W,W,W,W,W,V,V,W,W,W,W,V,V,V,W,W,V,W,W,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,V,V,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W
22,Jeffrey Wells,arthur59@example.net,True,2104.643664684433,1240.1773543754762,12678.328562464338,736377.2014781882,2,False,7.625458313303611,1.1051216970299471,16.553543469827776,2.111104341331231,3,2,0.8500992638322176,1.0254717582837152,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,V,W,W,V,W,H,W,W,W,W,W,W,H,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,H,W,W,W,W,W,W,H,W,W,W,W,H,W,V,V,W,W,W,H,W,V,V,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,H,H,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,H,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,H,W
23,Heather Davies,robersonjoshua@example.com,False,1947.9834871417138,893.5251020398006,14856.312938687723,681311.980128378,2,False,8.92167930268308,0.9456985842129251,17.0642253878624,2.2066648827772832,3,1,0.8849668628510968,0.9225551266760974,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,V,V,V,V,W,W,V,V,V,H,H,W,W,W,V,V,V,H,W,W,W,W,W,V,V,W,W,V,V,V,H,H,W,W,V,V,W,H,H,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,V,V,V,H,H,W,W,W,W,W,H,H,W,W,W,V,V,V,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,V,V,H,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W
24,Warren Houston,iroman@example.com,False,2899.0556174165417,1230.496064296871,17766.225782363188,804495.9788710773,3,False,5.844599111659022,0.7031991946667951,17.140663778689483,1.7160010649578303,3,2,0.6785561021395424,0.509710396716148,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,V,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,W,V,V,V,W,W,W,H,V,V,W,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W
